# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.88938776E+00  -8.51937870E+00   3.70009064E-01
# Error est. for CH(vbm) CH(cbm) diff =   6.51645509E-01   5.84781699E-01  -6.68638096E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      8  -6.08487307E+00  -5.38100416E+00   7.03868901E-01
      9  -6.24372382E+00  -5.70043501E+00   5.43288807E-01
     10  -6.39200270E+00  -6.00396877E+00   3.88033934E-01
     11  -6.49592649E+00  -6.20550619E+00   2.90420293E-01
     12  -6.59515336E+00  -6.36107829E+00   2.34075077E-01
     13  -6.67934714E+00  -6.50550500E+00   1.73842133E-01
     14  -6.74761116E+00  -6.61935121E+00   1.28259943E-01
     15  -6.80848169E+00  -6.71273359E+00   9.57481098E-02
     16  -6.86932326E+00  -6.81198588E+00   5.73373791E-02
     17  -6.92467137E+00  -6.91780979E+00   6.86158091E-03
     18  -6.97323426E+00  -6.98709792E+00  -1.38636608E-02
     19  -7.01928927E+00  -7.05718410E+00  -3.78948271E-02
     20  -7.05821292E+00  -7.11988530E+00  -6.16723824E-02
     21  -7.08930975E+00  -7.16717265E+00  -7.78628964E-02
     22  -7.12272105E+00  -7.22077336E+00  -9.80523037E-02
     23  -7.15092147E+00  -7.26439649E+00  -1.13475017E-01
     24  -7.17362182E+00  -7.30031927E+00  -1.26697456E-01
     25  -7.20013186E+00  -7.34442870E+00  -1.44296837E-01
     26  -7.22367936E+00  -7.38143347E+00  -1.57754112E-01
     27  -7.24502595E+00  -7.41431804E+00  -1.69292083E-01
     28  -7.26123534E+00  -7.43978408E+00  -1.78548733E-01
     29  -7.27773770E+00  -7.46494637E+00  -1.87208672E-01
     30  -7.29280572E+00  -7.48715434E+00  -1.94348619E-01
     31  -7.30658633E+00  -7.50975870E+00  -2.03172372E-01
     32  -7.31856040E+00  -7.52727456E+00  -2.08714154E-01
     33  -7.33145867E+00  -7.54793450E+00  -2.16475830E-01
     34  -7.34665604E+00  -7.57049814E+00  -2.23842099E-01
# k =   0.250000   0.750000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33596589E+00  -7.80252571E+00   5.33440175E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.14333720E-01   4.92715736E-01  -2.16179837E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.21350015E-01  -6.71216650E-01   2.50133365E-01
      2  -1.81704661E+00  -1.26412954E+00   5.52917077E-01
      3  -2.94175154E+00  -1.91407743E+00   1.02767411E+00
      4  -5.15126809E+00  -2.26674270E+00   2.88452539E+00
      5  -5.41216054E+00  -4.24057233E+00   1.17158820E+00
      6  -5.74496657E+00  -4.84963624E+00   8.95330327E-01
      7  -6.05928073E+00  -5.25762891E+00   8.01651817E-01
      8  -6.29597428E+00  -5.61302859E+00   6.82945683E-01
      9  -6.48266212E+00  -5.85925536E+00   6.23406755E-01
     10  -6.67351792E+00  -6.03113634E+00   6.42381577E-01
     11  -6.79677107E+00  -6.19032591E+00   6.06445156E-01
     12  -6.91553044E+00  -6.31831867E+00   5.97211771E-01
     13  -7.00607620E+00  -6.46441142E+00   5.41664782E-01
     14  -7.08354675E+00  -6.56446852E+00   5.19078232E-01
     15  -7.15534157E+00  -6.64749421E+00   5.07847358E-01
     16  -7.23241796E+00  -6.71271929E+00   5.19698678E-01
     17  -7.30300524E+00  -6.78344173E+00   5.19563501E-01
     18  -7.36063328E+00  -6.84618251E+00   5.14450768E-01
     19  -7.41382877E+00  -6.90678756E+00   5.07041207E-01
     20  -7.46412006E+00  -6.95105686E+00   5.13063194E-01
     21  -7.50134835E+00  -6.99240640E+00   5.08941949E-01
     22  -7.54345178E+00  -7.03385558E+00   5.09596199E-01
     23  -7.57943814E+00  -7.06826581E+00   5.11172324E-01
     24  -7.60509533E+00  -7.09858989E+00   5.06505447E-01
     25  -7.64235905E+00  -7.12913081E+00   5.13228238E-01
     26  -7.67074589E+00  -7.15621980E+00   5.14526091E-01
     27  -7.69725773E+00  -7.18290786E+00   5.14349867E-01
     28  -7.71584315E+00  -7.20671794E+00   5.09125209E-01
     29  -7.73660878E+00  -7.22523643E+00   5.11372344E-01
     30  -7.75542696E+00  -7.24345348E+00   5.11973479E-01
     31  -7.77185794E+00  -7.26212781E+00   5.09730128E-01
     32  -7.78591455E+00  -7.27848268E+00   5.07431870E-01
     33  -7.80256214E+00  -7.29366553E+00   5.08896603E-01
     34  -7.82163217E+00  -7.30980998E+00   5.11822191E-01
# k =   0.500000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.64039545E+00  -8.54069236E+00   9.97030888E-02
# Error est. for CH(vbm) CH(cbm) diff =   5.72522165E-01   5.52136645E-01  -2.03855192E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.22112922E-01  -9.11420105E-01  -8.93071830E-02
      2  -1.80101204E+00  -1.85081862E+00  -4.98065763E-02
      3  -3.39289982E+00  -2.46090649E+00   9.31993329E-01
      4  -5.24790801E+00  -2.69857026E+00   2.54933775E+00
      5  -5.48013544E+00  -4.81868923E+00   6.61446210E-01
      6  -5.76600392E+00  -5.07695495E+00   6.89048963E-01
      7  -6.11471931E+00  -5.81173876E+00   3.02980552E-01
      8  -6.40651566E+00  -6.18997621E+00   2.16539453E-01
      9  -6.59778625E+00  -6.40620156E+00   1.91584688E-01
     10  -6.80236011E+00  -6.54190029E+00   2.60459814E-01
     11  -6.94105021E+00  -6.71556855E+00   2.25481661E-01
     12  -7.07650260E+00  -6.87950161E+00   1.97000995E-01
     13  -7.16572841E+00  -7.02269929E+00   1.43029119E-01
     14  -7.24936885E+00  -7.13531043E+00   1.14058425E-01
     15  -7.32738389E+00  -7.21742561E+00   1.09958285E-01
     16  -7.41287887E+00  -7.31335838E+00   9.95204828E-02
     17  -7.49319912E+00  -7.38257417E+00   1.10624946E-01
     18  -7.55478737E+00  -7.45910952E+00   9.56778522E-02
     19  -7.61642075E+00  -7.52578610E+00   9.06346511E-02
     20  -7.67032444E+00  -7.57491051E+00   9.54139284E-02
     21  -7.70980825E+00  -7.62596202E+00   8.38462319E-02
     22  -7.75878756E+00  -7.67303627E+00   8.57512928E-02
     23  -7.79769853E+00  -7.71421960E+00   8.34789321E-02
     24  -7.82537516E+00  -7.74816046E+00   7.72146992E-02
     25  -7.86913904E+00  -7.78789977E+00   8.12392724E-02
     26  -7.90191501E+00  -7.81508270E+00   8.68323099E-02
     27  -7.93042074E+00  -7.84300355E+00   8.74171847E-02
     28  -7.95104820E+00  -7.86883881E+00   8.22093859E-02
     29  -7.97351052E+00  -7.89159669E+00   8.19138216E-02
     30  -7.99388634E+00  -7.91341936E+00   8.04669821E-02
     31  -8.01246792E+00  -7.93512314E+00   7.73447774E-02
     32  -8.02727866E+00  -7.95279487E+00   7.44837910E-02
     33  -8.04583379E+00  -7.97164706E+00   7.41867255E-02
     34  -8.06787329E+00  -7.98855572E+00   7.93175696E-02
# k =   0.500000   0.000000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33562964E+00  -7.80055768E+00   5.35071959E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.14003361E-01   4.89503861E-01  -2.44995000E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.77404783E-01  -6.71447114E-01   2.05957669E-01
      2  -1.81575447E+00  -1.26578930E+00   5.49965161E-01
      3  -2.90506094E+00  -1.83695452E+00   1.06810641E+00
      4  -5.15018482E+00  -2.26733241E+00   2.88285241E+00
      5  -5.42120936E+00  -4.24795592E+00   1.17325344E+00
      6  -5.77003659E+00  -4.79642545E+00   9.73611135E-01
      7  -6.04847677E+00  -5.23863773E+00   8.09839037E-01
      8  -6.29524573E+00  -5.61475979E+00   6.80485946E-01
      9  -6.48132811E+00  -5.85792697E+00   6.23401139E-01
     10  -6.67756833E+00  -6.02862524E+00   6.48943086E-01
     11  -6.79693557E+00  -6.18966355E+00   6.07272020E-01
     12  -6.91691614E+00  -6.32126460E+00   5.95651540E-01
     13  -7.00754431E+00  -6.46269292E+00   5.44851392E-01
     14  -7.08372242E+00  -6.56602965E+00   5.17692774E-01
     15  -7.15327210E+00  -6.64422826E+00   5.09043842E-01
     16  -7.23291127E+00  -6.71472772E+00   5.18183553E-01
     17  -7.30509298E+00  -6.78361554E+00   5.21477445E-01
     18  -7.36062569E+00  -6.84734490E+00   5.13280783E-01
     19  -7.41496864E+00  -6.90525780E+00   5.09710845E-01
     20  -7.46407411E+00  -6.95213207E+00   5.11942040E-01
     21  -7.50211422E+00  -6.99306438E+00   5.09049837E-01
     22  -7.54447745E+00  -7.03401608E+00   5.10461372E-01
     23  -7.57913210E+00  -7.06894732E+00   5.10184779E-01
     24  -7.60674522E+00  -7.10106056E+00   5.05684661E-01
     25  -7.64176763E+00  -7.13006767E+00   5.11699959E-01
     26  -7.67088582E+00  -7.15722498E+00   5.13660834E-01
     27  -7.69699993E+00  -7.18396095E+00   5.13038976E-01
     28  -7.71657583E+00  -7.20669845E+00   5.09877385E-01
     29  -7.73658626E+00  -7.22606470E+00   5.10521559E-01
     30  -7.75503772E+00  -7.24394437E+00   5.11093347E-01
     31  -7.77188402E+00  -7.26368248E+00   5.08201539E-01
     32  -7.78587722E+00  -7.27961147E+00   5.06265750E-01
     33  -7.80257320E+00  -7.29522776E+00   5.07345436E-01
     34  -7.82162628E+00  -7.31105382E+00   5.10572459E-01
# k =   0.500000   0.000000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.22319870E+00  -7.58328526E+00   6.39913444E-01
# Error est. for CH(vbm) CH(cbm) diff =   4.87755970E-01   4.57247891E-01  -3.05080788E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.75120272E-01  -6.69584921E-01   3.05535351E-01
      2  -1.85764327E+00  -1.28209049E+00   5.75552781E-01
      3  -3.47898636E+00  -1.88129256E+00   1.59769380E+00
      4  -5.17088306E+00  -2.21265358E+00   2.95822948E+00
      5  -5.42844290E+00  -3.73576408E+00   1.69267882E+00
      6  -5.79298728E+00  -4.98267395E+00   8.10313322E-01
      7  -6.05595162E+00  -5.25321698E+00   8.02734642E-01
      8  -6.28373073E+00  -5.57070470E+00   7.13026031E-01
      9  -6.46752286E+00  -5.78430089E+00   6.83221970E-01
     10  -6.65402616E+00  -5.94996246E+00   7.04063696E-01
     11  -6.76418256E+00  -6.09612189E+00   6.68060669E-01
     12  -6.87647000E+00  -6.21459337E+00   6.61876628E-01
     13  -6.96493553E+00  -6.34913626E+00   6.15799262E-01
     14  -7.03638999E+00  -6.43968691E+00   5.96703085E-01
     15  -7.10194545E+00  -6.51068262E+00   5.91262824E-01
     16  -7.17684651E+00  -6.57115430E+00   6.05692207E-01
     17  -7.24590150E+00  -6.64135550E+00   6.04546005E-01
     18  -7.29953374E+00  -6.69985571E+00   5.99678029E-01
     19  -7.35063374E+00  -6.75090617E+00   5.99727570E-01
     20  -7.39663721E+00  -6.79531227E+00   6.01324940E-01
     21  -7.43326805E+00  -6.83350270E+00   5.99765357E-01
     22  -7.47270167E+00  -6.87065027E+00   6.02051401E-01
     23  -7.50610399E+00  -6.90253392E+00   6.03570070E-01
     24  -7.53216707E+00  -6.93161993E+00   6.00547141E-01
     25  -7.56490838E+00  -6.95913020E+00   6.05778182E-01
     26  -7.59175699E+00  -6.98448375E+00   6.07273247E-01
     27  -7.61699503E+00  -7.00839318E+00   6.08601847E-01
     28  -7.63576531E+00  -7.03009359E+00   6.05671718E-01
     29  -7.65488613E+00  -7.04742422E+00   6.07461917E-01
     30  -7.67251153E+00  -7.06385039E+00   6.08661148E-01
     31  -7.68824054E+00  -7.08178757E+00   6.06452971E-01
     32  -7.70184154E+00  -7.09658334E+00   6.05258207E-01
     33  -7.71742012E+00  -7.11091486E+00   6.06505255E-01
     34  -7.73544273E+00  -7.12603737E+00   6.09405365E-01
# k =   0.500000   0.000000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33746351E+00  -7.80280510E+00   5.34658410E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.15552957E-01   4.92134546E-01  -2.34184109E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.42376934E-01  -6.74886430E-01   2.67490505E-01
      2  -1.81642758E+00  -1.26494974E+00   5.51477848E-01
      3  -3.04506658E+00  -1.92661864E+00   1.11844794E+00
      4  -5.15179497E+00  -2.26757505E+00   2.88421992E+00
      5  -5.39595933E+00  -4.19998307E+00   1.19597626E+00
      6  -5.76760091E+00  -4.81417756E+00   9.53423355E-01
      7  -6.03405605E+00  -5.19134654E+00   8.42709514E-01
      8  -6.29645939E+00  -5.61378759E+00   6.82671802E-01
      9  -6.48279523E+00  -5.85714291E+00   6.25652323E-01
     10  -6.67770377E+00  -6.02781931E+00   6.49884465E-01
     11  -6.79633165E+00  -6.19160623E+00   6.04725421E-01
     12  -6.91686360E+00  -6.32095650E+00   5.95907101E-01
     13  -7.00703263E+00  -6.45979285E+00   5.47239776E-01
     14  -7.08399490E+00  -6.56540271E+00   5.18592186E-01
     15  -7.15444668E+00  -6.64649061E+00   5.07956067E-01
     16  -7.23292107E+00  -6.71316512E+00   5.19755947E-01
     17  -7.30314493E+00  -6.78045633E+00   5.22688606E-01
     18  -7.36091264E+00  -6.84697659E+00   5.13936047E-01
     19  -7.41625037E+00  -6.90529369E+00   5.10956686E-01
     20  -7.46441024E+00  -6.95186186E+00   5.12548383E-01
     21  -7.50307853E+00  -6.99361682E+00   5.09461702E-01
     22  -7.54481062E+00  -7.03395617E+00   5.10854450E-01
     23  -7.57996316E+00  -7.06914670E+00   5.10816459E-01
     24  -7.60707089E+00  -7.10066180E+00   5.06409089E-01
     25  -7.64233942E+00  -7.13007889E+00   5.12260523E-01
     26  -7.67105897E+00  -7.15705586E+00   5.14003112E-01
     27  -7.69747032E+00  -7.18380661E+00   5.13663709E-01
     28  -7.71701167E+00  -7.20675110E+00   5.10260570E-01
     29  -7.73770216E+00  -7.22639160E+00   5.11310557E-01
     30  -7.75545504E+00  -7.24367333E+00   5.11781709E-01
     31  -7.77201833E+00  -7.26304463E+00   5.08973701E-01
     32  -7.78619906E+00  -7.27935386E+00   5.06845202E-01
     33  -7.80258165E+00  -7.29444402E+00   5.08137626E-01
     34  -7.82191055E+00  -7.31067055E+00   5.11239999E-01
# k =   0.500000   0.250000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33695551E+00  -7.81913521E+00   5.17820303E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.11578583E-01   5.03105620E-01  -8.47296248E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.80224041E-01  -6.90161896E-01   1.90062145E-01
      2  -1.81299653E+00  -1.26442519E+00   5.48571341E-01
      3  -2.74361421E+00  -1.85178241E+00   8.91831798E-01
      4  -5.15241282E+00  -2.27016879E+00   2.88224403E+00
      5  -5.43786008E+00  -4.25936760E+00   1.17849249E+00
      6  -5.71682669E+00  -4.90640636E+00   8.10420335E-01
      7  -6.05992783E+00  -5.27963840E+00   7.80289426E-01
      8  -6.29877124E+00  -5.61839946E+00   6.80371781E-01
      9  -6.49683933E+00  -5.81223580E+00   6.84603528E-01
     10  -6.68087864E+00  -6.03249447E+00   6.48384179E-01
     11  -6.80373977E+00  -6.19503752E+00   6.08702257E-01
     12  -6.91715844E+00  -6.34215930E+00   5.74999138E-01
     13  -7.00538895E+00  -6.47886448E+00   5.26524474E-01
     14  -7.08748718E+00  -6.56980278E+00   5.17684403E-01
     15  -7.16064842E+00  -6.65465265E+00   5.05995773E-01
     16  -7.23622380E+00  -6.72435291E+00   5.11870889E-01
     17  -7.30955805E+00  -6.79240592E+00   5.17152128E-01
     18  -7.36444659E+00  -6.85113768E+00   5.13308909E-01
     19  -7.41910397E+00  -6.90245906E+00   5.16644902E-01
     20  -7.46791855E+00  -6.95591518E+00   5.12003369E-01
     21  -7.50772448E+00  -6.99676434E+00   5.10960143E-01
     22  -7.54755020E+00  -7.03684269E+00   5.10707510E-01
     23  -7.58312360E+00  -7.07293168E+00   5.10191922E-01
     24  -7.60986246E+00  -7.10436297E+00   5.05499492E-01
     25  -7.64582414E+00  -7.13321310E+00   5.12611038E-01
     26  -7.67558619E+00  -7.16058700E+00   5.14999192E-01
     27  -7.70068691E+00  -7.18786433E+00   5.12822581E-01
     28  -7.72002092E+00  -7.21050818E+00   5.09512743E-01
     29  -7.73948408E+00  -7.22970240E+00   5.09781671E-01
     30  -7.75888550E+00  -7.25020294E+00   5.08682567E-01
     31  -7.77586932E+00  -7.26734195E+00   5.08527376E-01
     32  -7.78976500E+00  -7.28340304E+00   5.06361965E-01
     33  -7.80681984E+00  -7.29936124E+00   5.07458602E-01
     34  -7.82537693E+00  -7.31602959E+00   5.09347340E-01
# k =   0.500000   0.250000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.56515497E+00  -8.16245001E+00   4.02704957E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.64766380E-01   5.44370595E-01  -2.03957857E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.81446283E-01  -7.35838816E-01   1.45607466E-01
      2  -1.79457794E+00  -1.33756074E+00   4.57017196E-01
      3  -2.88121085E+00  -1.99098035E+00   8.90230499E-01
      4  -5.17190912E+00  -2.37390146E+00   2.79800766E+00
      5  -5.42086077E+00  -4.30781316E+00   1.11304761E+00
      6  -5.74528194E+00  -4.72212565E+00   1.02315628E+00
      7  -6.08915324E+00  -5.35436556E+00   7.34787674E-01
      8  -6.36219552E+00  -5.74224069E+00   6.19954834E-01
      9  -6.54332778E+00  -5.99647833E+00   5.46849455E-01
     10  -6.75154663E+00  -6.18531434E+00   5.66232292E-01
     11  -6.89301122E+00  -6.37180502E+00   5.21206196E-01
     12  -7.01947641E+00  -6.51850426E+00   5.00972157E-01
     13  -7.11379684E+00  -6.67805174E+00   4.35745100E-01
     14  -7.19830337E+00  -6.78996496E+00   4.08338409E-01
     15  -7.27783692E+00  -6.88179394E+00   3.96042977E-01
     16  -7.35984909E+00  -6.95931086E+00   4.00538225E-01
     17  -7.43608822E+00  -7.03411191E+00   4.01976314E-01
     18  -7.49770943E+00  -7.10271117E+00   3.94998256E-01
     19  -7.55469465E+00  -7.17254178E+00   3.82152869E-01
     20  -7.61235580E+00  -7.22183601E+00   3.90519795E-01
     21  -7.65251346E+00  -7.26945992E+00   3.83053537E-01
     22  -7.69761242E+00  -7.31428126E+00   3.83331154E-01
     23  -7.73550284E+00  -7.35086656E+00   3.84636280E-01
     24  -7.76418291E+00  -7.38551139E+00   3.78671517E-01
     25  -7.80577708E+00  -7.41897805E+00   3.86799024E-01
     26  -7.83691223E+00  -7.44802218E+00   3.88890054E-01
     27  -7.86594370E+00  -7.47801574E+00   3.87927957E-01
     28  -7.88528767E+00  -7.50354417E+00   3.81743505E-01
     29  -7.90708160E+00  -7.52397767E+00   3.83103923E-01
     30  -7.92788594E+00  -7.54559088E+00   3.82295052E-01
     31  -7.94573378E+00  -7.56539839E+00   3.80335385E-01
     32  -7.96091495E+00  -7.58386032E+00   3.77054631E-01
     33  -7.97853858E+00  -7.59991321E+00   3.78625368E-01
     34  -8.00038859E+00  -7.61807942E+00   3.82309171E-01
# k =   0.500000   0.250000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33647279E+00  -7.80053241E+00   5.35940373E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.15848197E-01   4.92025859E-01  -2.38223381E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.11330284E-01  -6.73420487E-01   2.37909797E-01
      2  -1.81826868E+00  -1.26289937E+00   5.55369307E-01
      3  -2.90184729E+00  -1.88613900E+00   1.01570829E+00
      4  -5.14969448E+00  -2.26571166E+00   2.88398282E+00
      5  -5.40485684E+00  -4.28039110E+00   1.12446574E+00
      6  -5.75672088E+00  -4.81499103E+00   9.41729856E-01
      7  -6.04200534E+00  -5.20841294E+00   8.33592401E-01
      8  -6.29469154E+00  -5.61219079E+00   6.82500749E-01
      9  -6.48328818E+00  -5.85944651E+00   6.23841672E-01
     10  -6.67668489E+00  -6.02597761E+00   6.50707283E-01
     11  -6.79677420E+00  -6.18833409E+00   6.08440109E-01
     12  -6.91626304E+00  -6.31805696E+00   5.98206080E-01
     13  -7.00531991E+00  -6.46390967E+00   5.41410237E-01
     14  -7.08286105E+00  -6.56360612E+00   5.19254935E-01
     15  -7.15206908E+00  -6.64080075E+00   5.11268336E-01
     16  -7.23075864E+00  -6.71165730E+00   5.19101343E-01
     17  -7.30328179E+00  -6.78165565E+00   5.21626137E-01
     18  -7.35968014E+00  -6.84494198E+00   5.14738161E-01
     19  -7.41354686E+00  -6.90434268E+00   5.09204185E-01
     20  -7.46309709E+00  -6.94967772E+00   5.13419367E-01
     21  -7.50017915E+00  -6.99042002E+00   5.09759134E-01
     22  -7.54181329E+00  -7.03139327E+00   5.10420011E-01
     23  -7.57750726E+00  -7.06591320E+00   5.11594054E-01
     24  -7.60512950E+00  -7.09785193E+00   5.07277568E-01
     25  -7.64089021E+00  -7.12791849E+00   5.12971720E-01
     26  -7.66976580E+00  -7.15490469E+00   5.14861108E-01
     27  -7.69588021E+00  -7.18185449E+00   5.14025715E-01
     28  -7.71554752E+00  -7.20467882E+00   5.10868698E-01
     29  -7.73578308E+00  -7.22379069E+00   5.11992398E-01
     30  -7.75418964E+00  -7.24155506E+00   5.12634581E-01
     31  -7.77070380E+00  -7.26089115E+00   5.09812647E-01
     32  -7.78491261E+00  -7.27717783E+00   5.07734780E-01
     33  -7.80150879E+00  -7.29277271E+00   5.08736072E-01
     34  -7.82062459E+00  -7.30850655E+00   5.12118035E-01
# k =   0.500000   0.250000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.76597108E+00  -8.19950210E+00  -4.33531023E-01
# Error est. for CH(vbm) CH(cbm) diff =   4.17641363E-01   6.29342957E-01   2.11701593E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -1.01814587E+00  -5.23635415E-01   4.94510451E-01
      2  -1.80752836E+00  -1.03208593E+00   7.75442424E-01
      3  -3.40550998E+00  -1.61655419E+00   1.78895579E+00
      4  -4.88610634E+00  -2.27131311E+00   2.61479322E+00
      5  -5.32843569E+00  -3.48464621E+00   1.84378947E+00
      6  -5.64855719E+00  -4.69103408E+00   9.57523110E-01
      7  -5.88465583E+00  -5.01702422E+00   8.67631615E-01
      8  -6.08640213E+00  -5.38172972E+00   7.04672413E-01
      9  -6.23247050E+00  -5.68031560E+00   5.52154898E-01
     10  -6.39342708E+00  -6.00350273E+00   3.89924351E-01
     11  -6.50019673E+00  -6.19174132E+00   3.08455416E-01
     12  -6.59572303E+00  -6.35886256E+00   2.36860465E-01
     13  -6.68077258E+00  -6.50269547E+00   1.78077114E-01
     14  -6.74879020E+00  -6.61851057E+00   1.30279630E-01
     15  -6.80756932E+00  -6.71652883E+00   9.10404969E-02
     16  -6.86883314E+00  -6.82551151E+00   4.33216335E-02
     17  -6.92765024E+00  -6.91432722E+00   1.33230228E-02
     18  -6.97458779E+00  -6.98744587E+00  -1.28580740E-02
     19  -7.01906702E+00  -7.06021197E+00  -4.11449533E-02
     20  -7.05955215E+00  -7.12022650E+00  -6.06743555E-02
     21  -7.09093880E+00  -7.16875256E+00  -7.78137606E-02
     22  -7.12404976E+00  -7.22041293E+00  -9.63631774E-02
     23  -7.15217618E+00  -7.26509973E+00  -1.12923549E-01
     24  -7.17515374E+00  -7.30105788E+00  -1.25904140E-01
     25  -7.20146055E+00  -7.34451786E+00  -1.43057311E-01
     26  -7.22487233E+00  -7.38237138E+00  -1.57499055E-01
     27  -7.24634299E+00  -7.41415326E+00  -1.67810270E-01
     28  -7.26296744E+00  -7.43913394E+00  -1.76166502E-01
     29  -7.27952009E+00  -7.46442424E+00  -1.84904155E-01
     30  -7.29466949E+00  -7.48636445E+00  -1.91694956E-01
     31  -7.30791281E+00  -7.50925499E+00  -2.01342179E-01
     32  -7.31994370E+00  -7.52738899E+00  -2.07445293E-01
     33  -7.33286847E+00  -7.54783742E+00  -2.14968949E-01
     34  -7.34832972E+00  -7.57015915E+00  -2.21829429E-01
# k =   0.500000   0.500000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.22290345E+00  -7.59573001E+00   6.27173432E-01
# Error est. for CH(vbm) CH(cbm) diff =   4.88806610E-01   4.69026952E-01  -1.97796578E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.75473794E-01  -6.69457266E-01   3.06016527E-01
      2  -1.86248918E+00  -1.27908921E+00   5.83399967E-01
      3  -3.37820348E+00  -1.91695921E+00   1.46124427E+00
      4  -5.16997778E+00  -2.21222228E+00   2.95775550E+00
      5  -5.43184770E+00  -3.72914999E+00   1.70269771E+00
      6  -5.76632876E+00  -5.00932178E+00   7.57006979E-01
      7  -6.05550784E+00  -5.27189651E+00   7.83611328E-01
      8  -6.28205467E+00  -5.57036014E+00   7.11694521E-01
      9  -6.47215837E+00  -5.74489949E+00   7.27258874E-01
     10  -6.65215290E+00  -5.94966059E+00   7.02492304E-01
     11  -6.76258438E+00  -6.09587822E+00   6.66706156E-01
     12  -6.87346622E+00  -6.23144964E+00   6.42016587E-01
     13  -6.95928576E+00  -6.35402400E+00   6.05261764E-01
     14  -7.03506210E+00  -6.43953160E+00   5.95530498E-01
     15  -7.10525034E+00  -6.51689858E+00   5.88351759E-01
     16  -7.17706480E+00  -6.58214263E+00   5.94922166E-01
     17  -7.24358308E+00  -6.64259310E+00   6.00989984E-01
     18  -7.29827621E+00  -6.69978248E+00   5.98493736E-01
     19  -7.35008733E+00  -6.74781945E+00   6.02267874E-01
